,first_name,last_name,city,postal_code,state,specialty_code,src,specialty,npi
528,Jason,Gaglia,Boston,2215,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1023098605
529,Sandi-Jo,Galati,Trumbull,6611,CT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1437326147
530,Jose,Galindo,Carlisle,17015,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1518954403
531,Leslie,Gamache,Denver,80218,CO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1851303002
532,Ivan,Gamboa,Baton Rouge,70808,LA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1366739468
533,Parag,Gandhi,Rosedale,21237,MD,207W00000X,asoprs,,1689611691
534,Perry,Garber,Port Washington,11050,NY,207W00000X,asoprs,,1568481299
535,Denise,Garcia,Gilbert,85295,AZ,207W00000X,asoprs,,1194885590
536,George,Garcia,Orange,92868,CA,207W00000X,asoprs,,1437175262
537,Mariana,Garcia-Touza,Kansas City,64128,MO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1457526196
538,Daniel,Garibaldi,Valley Stream,11581,NY,207W00000X,tepezza,,1194779678
539,Daniel,Garibaldi,Rockville Centre,11570,NY,207W00000X,tepezza,,1194779678
540,James,Gaume,Nashville,37205,TN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1609970797
541,Roberta,Gausas,Philadelphia,19103,PA,207W00000X,asoprs,,1104852433
542,Lauren,Gavaris,Washington,20016,DC,207W00000X,asoprs,,1770591505
543,Paul,Gavaris,Washington,20016,DC,207W00000X,asoprs,,1104815794
544,Alina,Gavrila-Filip,Boston,2215,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
545,Gregg,Gayre,San Rafael,94901,CA,207W00000X,asoprs,,1689758682
546,Craig,Geist,Washington,20037,DC,207W00000X,asoprs,,1194810291
547,Flor,Geola,Los Angeles,90025,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1851485049
548,Dan,Georgescu,Jupiter,33458,FL,207W00000X,tepezza,,1598936924
549,Dan,Georgescu,Weston,33326,FL,207W00000X,tepezza,,1598936924
550,Dan,Georgescu,Deerfield Beach,33442,FL,207W00000X,tepezza,,1598936924
551,Dan,Georgescu,Fort Lauderdale,33309,FL,207W00000X,asoprs,,1598936924
552,Dan,Georgescu,Plantation,33322,FL,207W00000X,tepezza,,1598936924
553,Hoda,Ghanem,Dublin,94568,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1114131166
554,Pranav,Ghody,Forest Hills,11375,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1699902932
555,Joseph,Giacometti,Scranton,18503,PA,207W00000X,asoprs,,1821232265
556,Roma,Gianchandani,Ann Arbor,48105,MI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1275616187
557,Silvana,Giannelli,Loma Linda,92354,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1821295247
558,Andrew,Gianoukakis,Torrance,90502,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1023083086
559,Edmund,Giegerich,Brooklyn,11215,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1427010966
560,James,Gigantelli,Huntington,25705,WV,207W00000X,asoprs,,1134198435
561,Benjamin,Gigliotti,Rochester,14642,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1225327489
562,Grant,Gilliland,Dallas,75231,TX,207W00000X,asoprs,,1619912631
563,Michael,Gingold,Farmington,6032,CT,207W00000X,asoprs,,1275581621
564,Swaminathan,Giridharan,Brooklyn,11235,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1578530770
565,Geoffrey,Gladstone,Southfield,48034,MI,207W00000X,asoprs,,1982634499
566,Michael,Glassman,Pembroke Pines,33028,FL,207W00000X,asoprs,,1124055736
567,Herbert,Glatt,Knoxville,37920,TN,207W00000X,asoprs,,1467421933
568,Jeremy,Gleeson,Albuquerque,87111,NM,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1215960893
569,Arthur,Glover,Gold River,95670,CA,207W00000X,asoprs,,1174601827
570,Paul,Glowienka,Beavercreek,45431,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1497753925
571,Kyle,Godfrey,New York,10021,NY,207W00000X,asoprs,,1104268994
572,Tara,Goecks,Denver,80210,CO,207W00000X,asoprs,,1598051732
573,Yaroslav,Gofnung,Westlake Village,91361,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1740224021
574,Katherine,Gold,Jacksonville,32224,FL,207W00000X,asoprs,,1275683930
575,Andrew,Goldbaum,New York,10065,NY,207W00000X,asoprs,,1871522359
576,Philip,Goldberg,Branford,6405,CT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1659417889
577,Robert,Goldberg,Los Angeles,90095,CA,207W00000X,asoprs,,1033123203
578,Stuart,Goldberg,Lancaster,17601,PA,207W00000X,asoprs,,1962402073
579,Stacia,Goldey,Largo,33770,FL,207W00000X,asoprs,,1033112156
580,Melanie,Goldfarb,Santa Monica,90404,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1306092564
581,Whitney,Goldner,Omaha,68198,NE,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1326096397
582,Jeff,Goldstein,Asheville,28803,NC,207W00000X,asoprs,,1841271137
583,Scott,Goldstein,Southampton,18966,PA,207W00000X,asoprs,,1174532527
584,Gerald,Goltz,Sewickley,15143,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1720033244
585,Edison,Goncalves,Birmingham,35209,AL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1457309593
586,Russell,Gonnering,Elm Grove,53122,WI,207W00000X,asoprs,,1861466757
587,Mithra,Gonzalez,Rochester,14642,NY,207W00000X,asoprs,,1396859682
588,Ralph,Goodman,Miramar Beach,32550,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1497718795
589,M. Douglas,Gossman,Louisville,40299,KY,207W00000X,asoprs,,
590,Peter,Goulden,New York,10025,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1457698904
591,Scott,Grady,Portland,97225,OR,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1396893897
592,John,Graham,Brooklyn,11201,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1225440746
593,Ramona,Granda-Rodriguez,San Antonio,78229,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1669430815
594,Michael,Grant,Baltimore,21201,MD,207W00000X,asoprs,,
595,Claire,Graves,Sacramento,95817,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1588921795
596,Allison,Graziadei,Schenectady,12304,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1265694871
597,Kristine,Grdinovac,Kansas City,66160,KS,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1366739328
598,Loren,Greene,New York,10016,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1881607810
599,Elizabeth,Grethen,Zionsville,46077,IN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1962660522
600,Greg,Griepentrog,Milwaukee,53226,WI,207W00000X,asoprs,,1114991890
601,Michelle,Griffith,Nashville,37232,TN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1386791267
602,Mindy,Griffith,Jersey City,7306,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1487997821
603,Seanna,Grob,San Francisco,94143,CA,207W00000X,asoprs,,1013262104
604,Peter,Grondziowski,Pittsburgh,15241,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1447250469
605,Neil,Gross,Lynn,1901,MA,207W00000X,asoprs,,1457401572
606,Michael,Groth,Beverly Hills,90210,CA,207W00000X,asoprs,,1902828007
607,Francis,Grumbine,Towson,21204,MD,207W00000X,asoprs,,1982615019
608,Helena,Guber,Brooklyn,11209,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1184679730
609,Carmen,Guberina,New York,10065,NY,207W00000X,asoprs,,1639230063
610,Modhi,Gude,Oklahoma City,73162,OK,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1346272523
611,Kurt,Guelzow,Roanoke,24016,VA,207W00000X,asoprs,,1295739852
612,Pierre,Guibor,Secaucus,7094,NJ,207W00000X,asoprs,,1093922569
613,Valeria,Guimaraes,Prescott Valley,86314,AZ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
614,Pushpinder,Guleria,Rancho Mirage,92270,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1366521825
615,Ankur,Gupta,Dayton,45428,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
616,Shivani,Gupta,Panorama City,91402,CA,207W00000X,asoprs,,1194920595
617,KRITI,GUPTA,Buda,78610,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1447549324
618,Malini,Gupta,Memphis,38119,TN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1164626248
619,Sheila,Gupta,Ormond Beach,32174,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1487668463
620,Anuradha,Guthikonda,Peachtree City,30269,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1609197318
621,Greta,Guyer,South Charleston,25309,WV,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1477623775
622,Richard,Haber,New York,10029,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1932131133
623,Larissa,Habib,New Haven,6510,CT,207W00000X,asoprs,,1447525654
624,Mouhammed,Habra,Houston,77030,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1548219413
625,Valerie,Hadam,Lyndhurst,44124,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1811187750
626,Shirin,Haddady,Boston,2118,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1891777363
627,Susan,Haden,Newton,2459,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1316903503
628,Majd,Hakim,Frederick,21702,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1598871378
629,Julie,Hallanger-Johnson,Tampa,33612,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
630,Conrad,Hamako,Freedom,95019,CA,207W00000X,asoprs,,1679675029
631,Mitchell,Hamburg,Kansas City,64111,MO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1811942725
632,Tara,Hamilton,Medford,2155,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1326181710
633,Matthew,Hammons,Fort Worth,76104,TX,207W00000X,asoprs,,1639189319
634,Michael,Hancock,Indianapolis,46237,IN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1588745343
635,Yehuda,Handelsman,Tarzana,91356,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1063453769
636,Lawrence,Handler,Troy,48084,MI,207W00000X,asoprs,,1588646343
637,Fiby,Hanna,Jersey City,7306,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1962581066
638,Syed,Haq,Marble Falls,78654,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1881709970
639,Amir,Harari,Scottsdale,85260,AZ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1578537353
640,Shimon,Harary,Memphis,38119,TN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1801030192
641,Rocio,Harbison,Houston,77054,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1881710499
642,Roderick,Hargrove,Hickory,28602,NC,207W00000X,asoprs,,1417914896
643,John,Harrington,Dallas,75230,TX,207W00000X,asoprs,,1255376273
644,Gerald,Harris,Milwaukee,53226,WI,207W00000X,asoprs,,1629029467
645,Alexander,Harris,New Hartford,13413,NY,207W00000X,tepezza,,1437562451
646,Matheson,Harris,Salt Lake City,84107,UT,207W00000X,asoprs,,1912110230
647,David,Harris,Tulsa,74136,OK,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1831176106
648,H.,Harrison,Virginia Beach,23454,VA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1932245479
649,Andrew,Harrison,Minneapolis,55455,MN,207W00000X,asoprs,,1396768180
650,Stefan,Hasinski,Phoenix,85053,AZ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1194782094
651,Andrea,Hass,Palm Beach Gardens,33410,FL,207W00000X,asoprs,,1619906955
652,Adam,Hassan,Grand Rapids,49525,MI,207W00000X,asoprs,,1477561140
653,Sima,Hassani,Woodland Hills,91367,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1093863896
654,Matthew,Hauck,Vancouver,98686,,207W00000X,asoprs,,
655,Weldon,Havins,Henderson,89074,NV,207W00000X,asoprs,,1588653364
656,Michael,Hawes,Englewood,80113,CO,207W00000X,asoprs,,1699754069
657,Lauren,Hawkins,Fayetteville,72703,AR,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1952561599
658,Brent,Hayek,Gainesville,30501,GA,207W00000X,asoprs,,1952504656
659,Aliya,Hayes,Pasadena,77505,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1194902130
660,Megan,Haymart,Ann Arbor,48109,MI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1861443160
661,Lisa,Hays,Shawnee Mission,66204,KS,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1750450995
662,Tahir,Haytoglu,Elmira,14905,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1932609054
663,Stella,Hecker,Fort Worth,76104,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1467484741
664,J. Timothy,Heffernan,Seattle,98104,WA,207W00000X,asoprs,,
665,Katrinka,Heher,Boston,2110,MA,207W00000X,asoprs,,1255396669
666,Grant,Heinz,Gilbert,85234,AZ,207W00000X,asoprs,,1730169608
667,Elizabeth,Helfer,Stratford,8084,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1891775979
668,Howard,Heller,Dallas,75246,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1538129424
669,Susan,Henley,Colorado Springs,80907,CO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1083683049
670,James,Hennessey,Boston,2215,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1063459386
671,Dustin,Heringer,Scottsdale,85258,AZ,207W00000X,asoprs,,1124074190
672,Carlos,Hernandez-Cassis,North Las Vegas,89086,NV,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1952366197
673,Ian,Herskowitz,Evans,30809,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1295880680
674,Julie,Heuduck,Winnsboro,71295,LA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1316307895
675,Eva,Hewes,Los Altos,94023,CA,207W00000X,asoprs,,1376584722
676,Hans,Heymann,Fayetteville,72703,AR,207W00000X,asoprs,,1417394404
677,Peter,Hildebrand,Las Vegas,89106,NV,207W00000X,asoprs,,1033186796
678,Robert,Hill,North Syracuse,13212,NY,207W00000X,tepezza,,1891951455
679,Robert,Hill,Syracuse,13212,NY,207W00000X,asoprs,,1891951455
680,Eric,Hink,Aurora,80045,CO,207W00000X,asoprs,,1891832143
681,Marc,Hirschbein,Baltimore,21215,MD,207W00000X,asoprs,,1447293519
682,Thanh,Hoang,Bethesda,20814,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
683,Scott,Hobson,Indianapolis,46290,IN,207W00000X,asoprs,,1053319830
684,Ameya,Hodarkar,Providence,2906,RI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1467893826
685,Jonathan,Hoenig,Beverly Hills,90212,CA,207W00000X,asoprs,,1245395060
686,R. Jeffrey,Hofmann,Providence,2906,RI,207W00000X,asoprs,,
687,Robert,Hofmann,Providence,2906,RI,207W00000X,tepezza,,1972589745
688,David,Holck,San Antonio,78258,TX,207W00000X,asoprs,,1548319601
689,John,Holds,St Louis,63105,MO,207W00000X,asoprs,,1134117732
690,Donald,Hollsten,San Antonio,78231,TX,207W00000X,asoprs,,1508829227
691,Jordan,Hollsten,San Antonio,78231,TX,207W00000X,asoprs,,1316270069
692,Yancey,Holmes,Covington,41011,KY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1932177235
693,Robert,Horvat,Merced,95348,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1841279668
694,Maged,Hossameldin,Chicago,60637,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
695,Lawrence,Hotes,Dorchester,2124,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1710910005
696,Elizabeth,Houle,Burlington,5401,VT,207W00000X,tepezza,,1235399619
697,John,Hovis,Rockford,61103,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1770693962
698,Jennifer,Hsieh,Long Beach,90815,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1710026935
699,Mimi,Hu,Houston,77030,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1497962252
700,Caroline,Huang,Falls Church,22046,VA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1508804790
701,Christopher,Hudak,Fort Worth,76132,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1831366954
702,Howard,Huey,New York,10013,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1619951175
703,Susan,Hughes,Cherry Hill,8003,NJ,207W00000X,asoprs,,1528060365
704,Jennifer,Hui,Palm Desert,92211,CA,207W00000X,asoprs,,1518983493
705,Raphael,Hulkower,Bronx,10467,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1528329711
706,John,Hunts,Eugene,97401,OR,207W00000X,asoprs,,1275530297
707,Kenneth,Hupart,Brooklyn,11235,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1356300701
708,Heather,Huribal,Greenlawn,11740,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1235428624
709,Peter,Hurley,Buffalo,14221,NY,207W00000X,asoprs,,1770747008
710,Catherine,Hwang,Cleveland,44195,OH,207W00000X,asoprs,,1801952890
711,Shelly,Im,Yonkers,10710,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1740496470
712,David,Irizarry,Alcoa,37701,TN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1518282839
713,David,Isaacs,Beverly Hills,90210,CA,207W00000X,asoprs,,
714,Zarmen,Israelian-Konaraki,Glendale,91206,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
715,Kamel,Itani,Dallas,75230,TX,207W00000X,asoprs,,1376509257
716,Carla,Iudica-Souza,Pomona,10970,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1518051820
717,Maria,Iuorno,Midlothian,23112,VA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1497752927
718,Srinivas,Iyengar,Encinitas,92024,CA,207W00000X,asoprs,,1104030055
719,Bhanu,Iyer,Summit,7901,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1730287269
720,Pallavi,Iyer,Birmingham,35233,AL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1609886324
721,Muhammad,Jabbar,Flint,48503,MI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1194876409
722,Chad,Jackson,Boise,83702,ID,207W00000X,asoprs,,1184067498
723,Steven,Jackson,Salt Lake City,84124,UT,207W00000X,asoprs,,
724,Sarah,Jacobs,Huntsville,35801,AL,207W00000X,asoprs,,1326362294
725,Frederick,Jacobsen,Washington,20037,DC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1235256827
726,Teresa,Jacques,Modesto,95356,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1831261650
727,Mudit,Jain,Plantation,33317,FL,207RE0101X,tepezza,"Endocrinology, Diabetes & Metabolism",1356305601
728,Michael,Jakoby,Springfield,62702,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1770515181
729,Harini,Jalagani,Cartersville,30120,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1336111558
730,Sadaf,Jeelani,Gainesville,32607,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1376756981
731,Ankur,Jindal,Huntsville,35801,AL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1003014705
732,Sukhjit,Johl,Sacramento,95815,CA,207W00000X,asoprs,,1306924089
733,Priya,John,Atlanta,30345,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1831107655
734,Thomas,Johnson,Miami,33136,FL,207W00000X,asoprs,,
735,Scott,Jones,Colorado Srings,80907,CO,207W00000X,asoprs,,1730400292
736,David,Jones,Jackson,39216,MS,207W00000X,asoprs,,
737,Jacqueline,Jonklaas,Washington,20007,DC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1285633636
738,Shannon,Joseph,Ann Arbor,48105,MI,207W00000X,asoprs,,1396060224
739,Dennis,Joseph,Somerset,42503,KY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1336307792
740,ASHLY,JOSEPH,Roswell,30076,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1063659696
741,Dyron,Jue,San Jose,95128,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1760484240
742,Maliha,Jumani,Columbus,31904,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1093023830
743,Bokkwan,Jun,East Meadow,11554,NY,2084N0400X,tepezza,Neurology,1124256581
744,Udaya,Kabadi,Des Moines,50314,IA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1770567786
745,Alon,Kahana,Southfield,48034,MI,207W00000X,asoprs,,1124094651
746,Natan,Kahn,Portland,4102,ME,207W00000X,tepezza,,1568468635
747,Olga,Kaliebe,Tampa,33607,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1003810417
748,Kevin,Kalwerisky,St. Louis,63105,MO,207W00000X,asoprs,,1801019898
749,Krishna,Kalyam,plano,75024,TX,207W00000X,asoprs,,1811259179
750,David,Kamin,Los Angeles,90024,CA,207W00000X,asoprs,,1356365134
751,Thomas,Kandl,Savannah,31404,GA,207W00000X,asoprs,,1366734147
752,Anuradhika,Kandula,Campbell,95008,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1164554051
753,Leah,Kang-Oh,Winston Salem,27103,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1548556749
754,Mitesh,Kapadia,Boston,2111,MA,207W00000X,asoprs,,1245212364
755,Chirag,Kapadia,Phoenix,85006,AZ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1275153595
756,James,Kapustiak,Merrionette Park,60803,IL,207W00000X,asoprs,,1407817117
757,James,Karesh,Baltimore,21215,MD,207W00000X,asoprs,,1588607113
758,Sona,Kashyap,Charlotte,28210,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1376525816
759,Lawrence,Kass,St. Petersburg,33703,FL,207W00000X,asoprs,,1356366330
760,Sajeev,Kathuria,Lutherville,21093,MD,207W00000X,asoprs,,1225065873
761,James,Katowitz,Philadelphia,19104,PA,207W00000X,asoprs,,1902987530
762,William,Katowitz,Philadelphia,19104,PA,207W00000X,asoprs,,1851484745
763,Daniel,Katselnik,Shavano Park,78231,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1861674855
764,Harold,Katz,Saint Paul,55102,MN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1447211859
765,Melissa,Katz,New York,10021,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1669569745
766,Courtney,Kauh,Columbus,43212,OH,207W00000X,asoprs,,1245524768
767,Shailja,Kaul,Langhorne,19047,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1780841270
768,Alan,Kauppi,Lynchburg,24502,VA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1093799322
769,Kawaljeet,Kaur,Mequon,53097,WI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1417022401
770,Harpreet,Kaur,Mason City,50401,IA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1427214170
771,Marsha,Kavanagh,Portsmouth,3801,NH,207W00000X,asoprs,,1467403659
772,Matthew,Kay,Aventura,33180,FL,207W00000X,tepezza,,1568462489
773,Matthew,Kay,Ft Lauderdale,33308,FL,207W00000X,tepezza,,1568462489
774,Matthew,Kay,Jupiter,33458,FL,207W00000X,tepezza,,1568462489
775,Matthew,Kay,West Palm Beach,33409,FL,207W00000X,tepezza,,1568462489
776,William,Kaye,West Palm Beach,33401,FL,207RE0101X,tepezza,"Endocrinology, Diabetes & Metabolism",1003820002
777,Michael,Kazim,New York,10032,NY,207W00000X,asoprs,,1265452213
778,Nadia,Kazim,Naples,34109,FL,207W00000X,asoprs,,1750338786
779,Carly,Kelley,Durham,27710,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1447494281
780,Katherine,Kendjorsky,Delaware,43015,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1700128899
781,Tiffany,Kent,Grand Rapids,49546,MI,207W00000X,asoprs,,1164686812
782,Robert,Kersten,San Francisco,94143,CA,207W00000X,asoprs,,1780611269
783,Golyar,Keyhan,Stockton,95210,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1649358458
784,Kayvan,Keyhani,Yorktown Heights,10598,NY,207W00000X,asoprs,,1275549552
785,Sonalika,Khachikian,Rapid City,57701,SD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1699934067
786,Farha,Khan,Robbinsdale,55422,MN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1730121765
787,Jemshed,Khan,Overland Park,66207,KS,207W00000X,asoprs,,1215034277
788,Yasmine,Khan,Vernon,6066,CT,207RE0101X,tepezza,"Endocrinology, Diabetes & Metabolism",1972577518
789,Agha,Khan,Pueblo,81002,CO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1649336546
790,Mahfuzul,Khan,Baltimore,21237,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1760625701
791,Raheela,Khawaja,Columbus,43210,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1770599243
792,Don,Kikkawa,La Jolla,92093,CA,207W00000X,asoprs,,1932202371
793,Jonathan,Kim,Los Angeles,90033,CA,207W00000X,asoprs,,
794,H. Joon,Kim,Atlanta,30322,GA,207W00000X,asoprs,,
